customer_id,Recency,Frequency,Monetary,Customer_Segment
81,267,2,6159.56,Loyal
82,269,2,21997.12,At Risk
83,267,2,8487.1,At Risk
84,271,2,7748.44,Loyal
85,265,2,25771.72,At Risk
86,268,2,14937.93,At Risk
87,263,2,14460.32,At Risk
88,253,2,11000.369999999999,At Risk
89,252,2,11985.58,At Risk
90,244,2,9840.37,At Risk
91,256,2,20830.420000000002,At Risk
92,265,2,3278.48,New
93,250,2,29214.100000000002,At Risk
94,272,2,37138.18,At Risk
95,640,1,13169.630000000001,At Risk
96,749,1,9097.71,At Risk
97,262,2,6899.78,Loyal
98,980,1,3079.51,New
99,993,1,6290.34,Loyal
100,307,1,5999.88,Loyal
101,829,1,1479.86,New
102,753,1,3397.72,New
103,851,1,3397.59,New
104,249,2,13443.26,At Risk
105,968,1,13782.51,At Risk
106,499,1,3019.71,New
107,936,1,7397.73,Loyal
108,380,1,19263.78,At Risk
109,247,2,19739.02,At Risk
110,260,2,5802.28,Loyal
111,799,1,6641.82,Loyal
112,274,1,8597.57,At Risk
113,400,1,4815.55,Loyal
114,275,1,909.5799999999999,New
115,335,1,9519.470000000001,At Risk
116,258,3,14089.9,At Risk
117,992,2,2619.55,New
118,738,1,4421.69,Loyal
119,172,2,17709.48,At Risk
120,267,2,10307.44,At Risk
121,254,2,3897.81,New
122,338,1,27618.61,At Risk
123,181,2,16074.93,At Risk
124,250,2,6889.39,Loyal
125,524,1,7599.82,Loyal
126,297,1,10939.61,At Risk
127,973,1,7299.69,Loyal
128,390,1,7939.790000000001,Loyal
129,566,1,3169.88,New
130,734,1,529.79,New
131,738,1,2538.82,New
132,865,1,3541.71,New
133,917,1,4219.62,New
134,984,1,4490.57,Loyal
135,31,2,13323.07,At Risk
136,1,2,17326.98,At Risk
137,668,1,761.94,New
138,246,2,13312.88,At Risk
139,282,1,2899.5699999999997,New
140,504,1,14239.24,At Risk
141,660,1,470.79,New
142,561,1,5499.94,Loyal
143,474,1,4303.81,New
144,855,1,269.94,New
145,941,1,9167.77,At Risk
146,316,1,7017.59,Loyal
147,671,1,11099.83,At Risk
148,809,1,1369.72,New
149,833,1,8939.84,At Risk
150,941,1,4219.83,New
151,267,2,7499.36,Loyal
152,278,1,4388.599999999999,Loyal
153,637,2,18705.86,At Risk
154,646,1,939.78,New
155,801,1,4569.63,Loyal
156,901,1,5167.48,Loyal
157,247,2,19879.0,At Risk
158,913,1,1479.84,New
159,920,1,11799.67,At Risk
160,762,1,8469.720000000001,At Risk
161,518,1,4717.7300000000005,Loyal
162,613,1,4830.4,Loyal
163,732,1,5401.41,Loyal
164,1069,1,1199.93,New
165,246,2,12989.0,At Risk
166,668,1,939.78,New
167,563,1,15053.460000000001,At Risk
168,527,1,4517.17,Loyal
169,256,2,15597.3,At Risk
170,256,2,15980.28,At Risk
171,593,1,4088.4700000000003,New
172,255,2,17911.309999999998,At Risk
173,684,1,8892.17,At Risk
174,528,1,3119.93,New
175,262,2,13859.62,At Risk
176,247,2,7802.2300000000005,Loyal
177,616,1,189.89,New
178,765,1,4901.6,Loyal
179,586,1,6265.84,Loyal
180,273,1,3097.8,New
181,270,2,8999.560000000001,At Risk
182,501,1,19361.64,At Risk
183,981,1,1320.94,New
184,670,1,18428.61,At Risk
185,509,1,3463.87,New
186,438,1,10909.679999999998,At Risk
187,257,2,14461.43,At Risk
188,248,2,2100.47,New
189,505,1,2265.82,New
190,717,1,2212.69,New
191,249,2,2849.4,New
192,252,2,16028.269999999999,At Risk
193,810,1,1109.46,New
194,270,2,13799.039999999999,At Risk
195,296,1,17369.28,At Risk
196,599,1,11899.599999999999,At Risk
197,825,1,5520.16,Loyal
198,500,1,3159.5699999999997,New
199,861,1,5069.7,Loyal
200,681,1,489.79,New
201,432,1,2925.4,New
202,914,1,4411.71,Loyal
203,357,1,13157.52,At Risk
204,1035,1,3338.38,New
205,999,1,3908.67,New
206,948,1,9299.67,At Risk
207,684,1,2769.49,New
208,266,2,6219.5,Loyal
209,506,1,1409.79,New
210,417,1,3999.89,New
211,901,1,1549.88,New
212,776,1,6999.59,Loyal
213,428,1,5099.64,Loyal
214,600,1,3439.39,New
215,580,1,5039.57,Loyal
216,441,1,5963.5,Loyal
217,270,2,5618.38,Loyal
218,1036,1,8346.41,At Risk
219,535,1,1733.72,New
220,495,1,7319.459999999999,Loyal
221,634,1,249.79,New
222,429,1,1749.71,New
223,944,1,4897.84,Loyal
224,250,2,12828.84,At Risk
225,499,1,9059.35,At Risk
226,420,1,14101.44,At Risk
227,393,1,22000.27,At Risk
228,286,1,749.89,New
229,436,1,875.92,New
230,905,1,10148.72,At Risk
231,247,2,13687.300000000001,At Risk
232,665,1,1915.8200000000002,New
233,260,2,2658.6800000000003,New
234,639,1,4389.24,Loyal
235,804,1,6399.71,Loyal
236,1073,1,4599.8,Loyal
237,265,2,2119.86,New
238,553,1,21816.61,At Risk
239,244,2,11368.84,At Risk
240,248,2,11239.0,At Risk
241,819,1,2557.5,New
242,578,1,7782.59,Loyal
243,416,1,2849.74,New
244,366,1,1291.61,New
245,699,1,12199.64,At Risk
246,629,1,6949.48,Loyal
247,348,1,11349.85,At Risk
248,556,1,1272.68,New
249,651,1,761.94,New
250,700,1,2511.84,New
251,999,1,9369.78,At Risk
252,1075,1,10330.54,At Risk
253,342,1,1799.78,New
254,464,1,1817.75,New
255,665,1,11452.380000000001,At Risk
256,357,1,2909.52,New
257,377,1,5710.58,Loyal
258,1085,1,469.92,New
259,1093,1,11397.369999999999,At Risk
260,809,1,3950.37,New
261,848,1,1949.85,New
262,390,1,2809.4700000000003,New
263,289,1,16358.32,At Risk
264,1050,1,1669.8500000000001,New
265,567,1,1199.81,New
266,532,1,3039.5499999999997,New
267,962,1,1739.81,New
268,484,1,7810.620000000001,Loyal
269,434,1,8069.56,At Risk
270,554,1,3989.71,New
271,1033,1,1099.78,New
272,839,1,10360.15,At Risk
273,363,1,3259.79,New
274,888,1,6068.49,Loyal
275,472,1,12543.54,At Risk
276,1042,1,7669.46,Loyal
277,1057,1,4201.6,New
278,562,1,5609.7699999999995,Loyal
279,387,1,10531.48,At Risk
280,972,1,5518.56,Loyal
281,907,1,6459.73,Loyal
282,931,1,9959.4,At Risk
283,719,1,1269.8,New
284,662,1,1067.85,New
285,384,1,659.92,New
286,452,1,1103.91,New
287,284,1,2633.51,New
288,1006,1,5439.4,Loyal
289,407,1,19499.72,At Risk
290,525,1,1649.58,New
291,700,1,1767.6,New
292,446,1,14946.52,At Risk
293,301,1,6739.81,Loyal
294,632,1,1369.73,New
295,684,1,12919.23,At Risk
296,285,1,15249.4,At Risk
297,706,1,3897.83,New
298,767,1,11439.36,At Risk
299,899,1,2839.77,New
300,300,1,1279.78,New
301,634,1,4397.78,Loyal
302,274,1,709.7,New
303,413,1,3458.58,New
304,818,1,539.91,New
305,495,1,1431.56,New
306,1031,1,7361.66,Loyal
307,956,1,3269.7799999999997,New
308,293,1,8499.52,At Risk
309,748,1,4831.4800000000005,Loyal
310,340,1,14999.47,At Risk
311,369,1,1371.6399999999999,New
312,333,1,6099.719999999999,Loyal
313,785,1,5697.36,Loyal
314,834,1,7309.67,Loyal
315,638,1,2376.77,New
316,1015,1,7439.57,Loyal
317,1043,1,1659.8200000000002,New
318,432,1,1803.73,New
319,917,1,2499.76,New
320,391,1,12470.720000000001,At Risk
321,783,1,1248.78,New
322,378,1,12749.73,At Risk
323,323,1,2999.89,New
324,1090,1,2387.71,New
325,504,1,999.94,New
326,491,1,3017.69,New
327,1020,1,6206.539999999999,Loyal
328,551,1,10489.56,At Risk
329,620,1,9999.93,At Risk
330,286,1,13139.43,At Risk
331,861,1,2068.5699999999997,New
332,1005,1,6428.5199999999995,Loyal
333,412,1,3199.5,New
334,477,1,14109.55,At Risk
335,664,1,4365.86,Loyal
336,1032,1,799.8600000000001,New
337,865,1,5587.4,Loyal
338,995,1,4778.6900000000005,Loyal
339,561,1,20199.55,At Risk
340,641,1,10165.550000000001,At Risk
341,787,1,1499.78,New
342,582,1,299.89,New
343,695,1,1989.8300000000002,New
344,708,1,4914.38,Loyal
345,587,1,11299.71,At Risk
346,413,1,539.92,New
347,712,1,250.89,New
348,1067,1,4028.5800000000004,New
349,711,1,7275.870000000001,Loyal
350,929,1,12571.61,At Risk
351,466,1,9114.66,At Risk
352,588,1,7173.39,Loyal
353,524,1,3547.5200000000004,New
354,534,1,7830.68,Loyal
355,561,1,3199.8500000000004,New
356,524,1,10949.8,At Risk
357,1000,1,2225.67,New
358,606,1,3833.39,New
359,846,1,2139.82,New
360,913,1,6895.77,Loyal
361,704,1,5653.52,Loyal
362,831,1,4899.5,Loyal
363,963,1,269.89,New
364,300,1,6359.71,Loyal
365,769,1,1928.71,New
366,1007,1,7680.67,Loyal
367,654,1,8189.09,At Risk
368,856,1,939.78,New
369,441,1,1616.8700000000001,New
370,1011,1,569.81,New
371,1001,1,1799.89,New
372,623,1,7199.62,Loyal
373,869,1,999.93,New
374,645,1,15937.560000000001,At Risk
375,405,1,13749.37,At Risk
376,589,1,2248.88,New
377,802,1,809.8199999999999,New
378,921,1,499.92,New
379,487,1,7033.86,Loyal
380,696,1,3359.0499999999997,New
381,1053,1,968.81,New
382,681,1,940.81,New
383,710,1,18799.41,At Risk
384,593,1,8969.59,At Risk
385,1047,1,2799.38,New
386,603,1,4442.52,Loyal
387,399,1,1709.58,New
388,479,1,449.92,New
389,557,1,939.8599999999999,New
390,981,1,7999.91,Loyal
391,667,1,299.89,New
392,273,1,1979.67,New
393,1044,1,2599.7200000000003,New
394,605,1,7749.8,Loyal
395,284,1,4584.530000000001,Loyal
396,850,1,5199.63,Loyal
397,1046,1,1578.58,New
398,844,1,1199.93,New
399,831,1,1469.7,New
400,551,1,5109.68,Loyal
401,808,1,269.94,New
402,583,1,2699.56,New
403,1018,1,11499.79,At Risk
404,557,1,649.58,New
405,284,1,1429.7199999999998,New
406,626,1,1199.93,New
407,518,1,9199.35,At Risk
408,525,1,2675.4,New
409,1014,1,809.72,New
410,861,1,6369.29,Loyal
411,925,1,10361.72,At Risk
412,497,1,3119.93,New
413,936,1,5939.49,Loyal
414,1040,1,1469.81,New
415,632,1,12399.48,At Risk
416,849,1,1999.64,New
417,689,1,8661.279999999999,At Risk
418,367,1,659.89,New
419,538,1,1880.59,New
420,640,1,9899.35,At Risk
421,814,1,10619.54,At Risk
422,1030,1,968.78,New
423,765,1,749.79,New
424,903,1,1818.72,New
425,356,1,21789.6,At Risk
426,408,1,6659.700000000001,Loyal
427,334,1,3499.89,New
428,623,1,6130.26,Loyal
429,517,1,3548.78,New
430,653,1,2109.59,New
431,627,1,2339.47,New
432,649,1,4199.7,New
433,669,1,1703.85,New
434,841,1,3359.7000000000003,New
435,401,1,3919.3999999999996,New
436,545,1,2482.62,New
437,1074,1,4449.32,Loyal
438,1011,1,1669.67,New
439,720,1,2999.92,New
440,343,1,6079.360000000001,Loyal
441,874,1,15059.599999999999,At Risk
442,1089,1,269.89,New
443,359,1,5126.45,Loyal
444,370,1,10761.24,At Risk
445,762,1,1999.78,New
446,610,1,419.88,New
447,852,1,5426.62,Loyal
448,658,1,551.92,New
449,818,1,2018.8400000000001,New
450,1085,1,4397.56,Loyal
451,861,1,448.8,New
452,311,1,419.88,New
453,499,1,9779.13,At Risk
454,737,1,499.92,New
455,625,1,899.78,New
456,504,1,1863.6599999999999,New
457,557,1,419.88,New
458,405,1,1569.67,New
459,985,1,5389.55,Loyal
460,506,1,5751.79,Loyal
461,547,1,6537.63,Loyal
462,418,1,13079.45,At Risk
463,289,1,10869.58,At Risk
464,348,1,21097.43,At Risk
465,814,1,1469.8200000000002,New
466,737,1,2641.78,New
467,399,1,2619.54,New
468,820,1,1069.77,New
469,1026,1,4020.41,New
470,780,1,3555.77,New
471,1024,1,599.94,New
472,572,1,8209.61,At Risk
473,611,1,12669.35,At Risk
474,300,1,4198.6,New
475,864,1,1199.93,New
476,344,1,1499.91,New
477,615,1,1099.93,New
478,288,1,5189.740000000001,Loyal
479,647,1,9949.09,At Risk
480,892,1,3467.3500000000004,New
481,816,1,7739.57,Loyal
482,423,1,349.79,New
483,293,1,1898.8,New
484,1017,1,6828.73,Loyal
485,536,1,1907.6,New
486,440,1,6468.57,Loyal
487,753,1,1568.6200000000001,New
488,325,1,7693.71,Loyal
489,956,1,3059.8100000000004,New
490,656,1,8349.35,At Risk
491,321,1,7379.7300000000005,Loyal
492,829,1,10807.58,At Risk
493,499,1,626.81,New
494,470,1,1679.58,New
495,529,1,2889.2799999999997,New
496,656,1,10070.36,At Risk
497,927,1,3180.83,New
498,1004,1,3459.7700000000004,New
499,699,1,11099.5,At Risk
500,676,1,6572.62,Loyal
501,956,1,749.94,New
502,346,1,2573.5699999999997,New
503,533,1,13939.86,At Risk
504,1058,1,1288.75,New
505,276,1,7221.75,Loyal
506,793,1,10246.4,At Risk
507,597,1,3181.87,New
508,436,1,749.92,New
509,401,1,12655.69,At Risk
510,939,1,2489.79,New
511,553,1,1479.6599999999999,New
512,725,1,3899.77,New
513,815,1,539.6800000000001,New
514,966,1,269.89,New
515,287,1,4155.68,New
516,1042,1,1799.6599999999999,New
517,466,1,10148.43,At Risk
518,289,1,3199.93,New
519,581,1,3213.43,New
520,729,1,2899.94,New
521,1046,1,4697.66,Loyal
522,855,1,1439.51,New
523,1092,1,1599.88,New
524,637,1,5850.51,Loyal
525,563,1,19699.3,At Risk
526,1054,1,5060.13,Loyal
527,867,1,4567.77,Loyal
528,889,1,939.88,New
529,1046,1,8327.630000000001,At Risk
530,695,1,6091.55,Loyal
531,663,1,16123.720000000001,At Risk
532,725,1,659.78,New
533,380,1,3541.85,New
534,450,1,18129.7,At Risk
535,1059,1,2199.5699999999997,New
536,864,1,8939.7,At Risk
537,564,1,4629.6,Loyal
538,751,1,7546.63,Loyal
539,510,1,299.89,New
540,931,1,7939.61,Loyal
541,1080,1,12769.42,At Risk
542,854,1,2870.6099999999997,New
543,691,1,10899.77,At Risk
544,421,1,10919.54,At Risk
545,407,1,8981.67,At Risk
546,923,1,2679.44,New
547,318,1,11789.7,At Risk
548,447,1,2282.44,New
549,820,1,599.92,New
550,722,1,11899.68,At Risk
551,878,1,718.74,New
552,1082,1,2879.56,New
553,819,1,2578.74,New
554,462,1,4913.44,Loyal
555,822,1,5076.56,Loyal
556,547,1,2037.7400000000002,New
557,1009,1,448.8,New
558,975,1,539.78,New
559,819,1,10901.529999999999,At Risk
560,740,1,3818.64,New
561,733,1,1059.88,New
562,691,1,2641.93,New
563,1058,1,1877.73,New
564,660,1,9039.67,At Risk
565,898,1,5997.85,Loyal
566,301,1,5319.6,Loyal
567,362,1,5999.82,Loyal
568,893,1,8099.129999999999,At Risk
569,795,1,8030.5,Loyal
570,558,1,1673.82,New
571,415,1,7179.38,Loyal
572,661,1,979.93,New
573,912,1,1367.74,New
574,995,1,6849.66,Loyal
575,829,1,2420.75,New
576,859,1,11299.789999999999,At Risk
577,1022,1,6418.56,Loyal
578,850,1,10189.38,At Risk
579,934,1,6749.85,Loyal
580,352,1,3199.92,New
581,759,1,8718.189999999999,At Risk
582,517,1,3433.71,New
583,1069,1,12447.460000000001,At Risk
584,880,1,2267.4900000000002,New
585,565,1,1199.78,New
586,803,1,428.9,New
587,1049,1,9529.59,At Risk
588,521,1,1139.81,New
589,489,1,1680.89,New
590,535,1,1769.8500000000001,New
591,969,1,1797.81,New
592,654,1,469.89,New
593,431,1,219.93,New
594,350,1,11853.33,At Risk
595,290,1,14419.46,At Risk
596,499,1,1618.6299999999999,New
597,620,1,4509.389999999999,Loyal
598,472,1,10693.789999999999,At Risk
599,299,1,4043.63,New
600,970,1,4288.7300000000005,New
601,284,1,419.88,New
602,499,1,999.78,New
603,850,1,5637.59,Loyal
604,367,1,949.71,New
605,588,1,6098.57,Loyal
606,692,1,5319.66,Loyal
607,642,1,19081.52,At Risk
608,1063,1,539.91,New
609,585,1,12450.39,At Risk
610,996,1,9167.77,At Risk
611,560,1,5799.88,Loyal
612,1051,1,4569.46,Loyal
613,799,1,539.91,New
614,699,1,4919.360000000001,Loyal
615,956,1,5769.3099999999995,Loyal
616,986,1,3888.2799999999997,New
617,460,1,1067.91,New
618,562,1,3799.01,New
619,643,1,4709.46,Loyal
620,529,1,2289.71,New
621,536,1,1749.56,New
622,888,1,539.93,New
623,279,1,1319.93,New
624,750,1,4997.63,Loyal
625,681,1,4199.52,New
626,710,1,7539.84,Loyal
627,900,1,12981.36,At Risk
628,577,1,3499.59,New
629,636,1,1970.49,New
630,1027,1,1369.8000000000002,New
631,570,1,7299.7,Loyal
632,936,1,3248.3599999999997,New
633,1028,1,988.6800000000001,New
634,743,1,1568.5,New
635,969,1,1639.81,New
636,1076,1,2897.81,New
637,348,1,8789.45,At Risk
638,921,1,1969.7500000000002,New
639,797,1,2698.61,New
640,972,1,6708.5,Loyal
641,820,1,4318.67,New
642,888,1,857.9,New
643,988,1,6061.62,Loyal
644,613,1,4409.4400000000005,Loyal
645,535,1,4062.68,New
646,663,1,7481.48,Loyal
647,440,1,1581.54,New
648,1038,1,3780.65,New
649,949,1,9009.78,At Risk
650,559,1,2966.54,New
651,593,1,19022.52,At Risk
652,453,1,1143.83,New
653,646,1,3359.8,New
654,741,1,718.8399999999999,New
655,501,1,718.8199999999999,New
656,577,1,1349.4699999999998,New
657,1076,1,4507.05,Loyal
658,561,1,599.91,New
659,888,1,897.95,New
660,687,1,6709.59,Loyal
661,604,1,9849.67,At Risk
662,621,1,4689.22,Loyal
663,468,1,16333.5,At Risk
664,797,1,1590.58,New
665,418,1,7681.62,Loyal
666,631,1,9719.31,At Risk
667,832,1,3339.4700000000003,New
668,1042,1,2260.82,New
669,428,1,3137.65,New
670,895,1,4177.3,New
671,658,1,729.5699999999999,New
672,682,1,7564.610000000001,Loyal
673,721,1,4519.52,Loyal
674,629,1,1619.67,New
675,494,1,8083.4,At Risk
676,792,1,539.93,New
677,1028,1,269.89,New
678,735,1,1799.92,New
679,1014,1,3295.7400000000002,New
680,327,1,2259.66,New
681,708,1,15052.32,At Risk
682,932,1,5999.78,Loyal
683,750,1,1099.78,New
684,719,1,549.92,New
685,1018,1,428.9,New
686,816,1,4029.79,New
687,551,1,8638.53,At Risk
688,756,1,3599.91,New
689,338,1,7299.780000000001,Loyal
690,657,1,13362.48,At Risk
691,825,1,4786.55,Loyal
692,281,1,14548.880000000001,At Risk
693,1008,1,469.79,New
694,670,1,3843.57,New
695,903,1,1059.93,New
696,1080,1,7548.71,Loyal
697,820,1,809.72,New
698,668,1,1787.6,New
699,581,1,1519.81,New
700,651,1,13501.789999999999,At Risk
701,660,1,5499.76,Loyal
702,420,1,7959.34,Loyal
703,814,1,428.93,New
704,832,1,1079.81,New
705,905,1,4018.6,New
706,543,1,2829.44,New
707,766,1,1699.8200000000002,New
708,456,1,1999.93,New
709,814,1,3599.85,New
710,1011,1,1897.85,New
711,746,1,4847.55,Loyal
712,810,1,3269.73,New
713,372,1,10126.35,At Risk
714,1006,1,269.94,New
715,621,1,10880.58,At Risk
716,962,1,3975.73,New
717,848,1,7099.74,Loyal
718,580,1,209.79,New
719,753,1,1059.93,New
720,455,1,1491.82,New
721,806,1,599.79,New
722,560,1,3481.63,New
723,540,1,6639.32,Loyal
724,797,1,6609.76,Loyal
725,633,1,416.94,New
726,837,1,8129.48,At Risk
727,975,1,9700.179999999998,At Risk
728,976,1,9047.45,At Risk
729,717,1,999.79,New
730,429,1,4611.55,Loyal
731,664,1,1739.93,New
732,911,1,9718.300000000001,At Risk
733,701,1,1199.78,New
734,397,1,14319.609999999999,At Risk
735,482,1,2763.77,New
736,565,1,4841.73,Loyal
737,952,1,3079.4700000000003,New
738,278,1,10497.58,At Risk
739,778,1,5161.8,Loyal
740,1024,1,1858.46,New
741,699,1,1499.88,New
742,954,1,5441.45,Loyal
743,969,1,1099.73,New
744,290,1,6559.51,Loyal
745,705,1,1819.83,New
746,1065,1,428.9,New
747,484,1,14225.630000000001,At Risk
748,528,1,6889.540000000001,Loyal
749,475,1,6301.6,Loyal
750,880,1,1437.66,New
751,541,1,6872.36,Loyal
752,488,1,189.89,New
753,792,1,1099.91,New
754,284,1,7319.51,Loyal
755,1020,1,10260.39,At Risk
756,987,1,5096.56,Loyal
757,460,1,3003.5,New
758,866,1,6799.81,Loyal
759,789,1,2389.63,New
760,972,1,4797.65,Loyal
761,359,1,3959.3199999999997,New
762,697,1,5969.81,Loyal
763,1006,1,1639.8200000000002,New
764,930,1,3369.7200000000003,New
765,336,1,5730.59,Loyal
766,1019,1,1099.88,New
767,1060,1,499.92,New
768,420,1,7239.650000000001,Loyal
769,577,1,1349.82,New
770,707,1,2479.7200000000003,New
771,443,1,3199.58,New
772,650,1,1399.69,New
773,792,1,5339.63,Loyal
774,398,1,6969.5199999999995,Loyal
775,616,1,1078.47,New
776,619,1,416.79,New
777,508,1,2629.71,New
778,387,1,9587.38,At Risk
779,887,1,5497.65,Loyal
780,917,1,12448.62,At Risk
781,578,1,4539.81,Loyal
782,503,1,7851.740000000001,Loyal
783,427,1,12371.32,At Risk
784,602,1,1301.81,New
785,810,1,999.91,New
786,1020,1,599.89,New
787,458,1,8059.47,At Risk
788,965,1,269.89,New
789,455,1,2490.5,New
790,700,1,3173.38,New
791,834,1,1299.73,New
792,755,1,1059.78,New
793,497,1,8587.29,At Risk
794,651,1,10699.619999999999,At Risk
795,895,1,2888.46,New
796,811,1,2027.8300000000002,New
797,1052,1,2198.62,New
798,480,1,12155.52,At Risk
799,528,1,3389.33,New
800,921,1,8809.71,At Risk
801,939,1,4681.37,Loyal
802,946,1,9897.79,At Risk
803,424,1,14759.449999999999,At Risk
804,570,1,439.94,New
805,683,1,419.78,New
806,881,1,4799.59,Loyal
807,427,1,4597.8099999999995,Loyal
808,830,1,8599.74,At Risk
809,700,1,16767.55,At Risk
810,465,1,13553.260000000002,At Risk
811,635,1,2179.66,New
812,497,1,1319.91,New
813,1072,1,3779.5,New
814,735,1,1949.55,New
815,967,1,11387.52,At Risk
816,274,1,1899.73,New
817,791,1,2607.6,New
818,327,1,2659.79,New
819,762,1,5767.43,Loyal
820,287,1,3399.8,New
821,372,1,726.72,New
822,285,1,1469.94,New
823,750,1,3701.84,New
824,379,1,10679.84,At Risk
825,864,1,2099.79,New
826,450,1,4017.62,New
827,814,1,469.79,New
828,491,1,3064.46,New
829,605,1,939.88,New
830,594,1,1099.88,New
831,806,1,4499.81,Loyal
832,671,1,3789.61,New
833,763,1,6201.51,Loyal
834,870,1,1939.48,New
835,791,1,1619.71,New
836,555,1,10179.54,At Risk
837,524,1,7511.17,Loyal
838,300,1,11198.57,At Risk
839,301,1,4854.68,Loyal
840,425,1,17857.59,At Risk
841,660,1,1932.58,New
842,661,1,761.81,New
843,842,1,1458.75,New
844,607,1,11463.37,At Risk
845,678,1,2149.77,New
846,368,1,809.77,New
847,721,1,899.91,New
848,892,1,5489.51,Loyal
849,915,1,1248.51,New
850,690,1,109.94,New
851,941,1,1139.71,New
852,823,1,1099.88,New
853,824,1,8547.43,At Risk
854,985,1,2099.84,New
855,732,1,2159.82,New
856,317,1,4199.73,New
857,590,1,449.92,New
858,706,1,2142.3,New
859,289,1,8418.43,At Risk
860,339,1,501.88,New
861,1066,1,4599.83,Loyal
862,362,1,7150.35,Loyal
863,646,1,6318.54,Loyal
864,678,1,4089.46,New
865,455,1,4272.66,New
866,324,1,7399.67,Loyal
867,561,1,11399.810000000001,At Risk
868,607,1,1409.92,New
869,455,1,1091.87,New
870,678,1,9159.619999999999,At Risk
871,597,1,12742.45,At Risk
872,1063,1,2739.63,New
873,1086,1,3527.6500000000005,New
874,825,1,1680.79,New
875,811,1,299.89,New
876,813,1,1659.6299999999999,New
877,585,1,8529.289999999999,At Risk
878,378,1,9649.33,At Risk
879,930,1,1529.67,New
880,560,1,12605.47,At Risk
881,579,1,1469.92,New
882,833,1,6697.84,Loyal
883,617,1,16239.230000000001,At Risk
884,695,1,939.88,New
885,908,1,5049.31,Loyal
886,427,1,10870.42,At Risk
887,582,1,5151.59,Loyal
888,454,1,12909.330000000002,At Risk
889,454,1,1039.8,New
890,626,1,4117.65,New
891,866,1,819.5799999999999,New
892,777,1,2899.94,New
893,394,1,10593.09,At Risk
894,768,1,4877.52,Loyal
895,517,1,7571.62,Loyal
896,747,1,7409.59,Loyal
897,677,1,679.88,New
898,500,1,3948.8199999999997,New
899,814,1,3599.88,New
900,451,1,4649.7300000000005,Loyal
901,720,1,749.94,New
902,610,1,1343.61,New
903,414,1,6093.46,Loyal
904,354,1,15839.41,At Risk
905,353,1,12999.91,At Risk
906,318,1,4999.93,Loyal
907,879,1,3701.84,New
908,702,1,16699.6,At Risk
909,570,1,2269.6400000000003,New
910,672,1,5351.3,Loyal
911,498,1,1969.5,New
912,481,1,5499.89,Loyal
913,777,1,1997.7399999999998,New
914,319,1,2069.48,New
915,536,1,1369.87,New
916,350,1,8703.53,At Risk
917,847,1,5799.88,Loyal
918,986,1,599.92,New
919,976,1,6499.509999999999,Loyal
920,317,1,9985.560000000001,At Risk
921,814,1,1409.78,New
922,703,1,7850.5,Loyal
